"ka"	"avg.dif"	"stdev"	"sites.used"
7.8	0.468328112876804	1.39622801997654	34
7.7	0.758592766946453	1.52768237842968	33
7.6	0.895816417633877	1.53155190982167	29
7.5	0.969758996906038	1.56038472482168	30
7.4	1.43900568776607	1.60361921470743	28
7.3	1.39212825523279	1.64853408574646	26
7.2	1.34111979590729	1.61126052591789	27
7.1	1.34916951636541	1.6320135212174	26
7	1.31066194430874	1.64760755549118	24
6.9	1.55160820713238	1.62960074440227	25
6.8	2.00461752971828	1.79409656909735	24
6.7	2.05964215925745	1.79741485336181	24
6.6	2.04286479275488	1.84940065772516	26
6.5	1.91139427165319	1.92243159147035	27
6.4	1.93545774303859	1.94296277040471	25
6.3	1.81880410356619	2.01195552614371	25
6.2	1.97756554307116	2.11947080658159	30
6.1	2.2083813711122	2.26004058372796	30
6	2.19281623233327	2.29919385587322	29
5.9	2.35995316948268	2.28312573750692	29
5.8	2.39482703346361	2.29508368997742	32
5.7	2.75676338195269	2.33377994690248	28
5.6	2.69628376020658	2.3789729891358	28
5.5	2.54451712872497	2.39257515799589	32
5.4	2.55054477357849	2.35563973598456	33
5.3	1.96982169027846	2.10643486180607	30
5.2	1.81943163776258	2.11533402102125	32
5.1	1.81943163776258	2.11533402102125	32
5	1.52681422065336	2.1112759460433	31
4.9	1.10971747272431	1.9091819581022	24
4.8	1.12506658051909	1.75439851454339	31
4.7	1.25031202231432	1.75264566879599	31
4.6	1.16664543931886	1.57733801794169	28
4.5	0.953900642591408	1.4191489060445	26
4.4	0.74037110658154	1.38856386766754	29
4.3	0.656635727080281	1.39678686041443	30
4.2	0.656635727080281	1.39678686041443	30
4.1	0.812449375167437	1.39510138267466	31
4	0.845064513348087	1.35647589080861	34
3.9	0.789721687404814	1.40633707784286	34
3.8	0.950188146133438	1.45436545917377	37
3.7	0.90194844237346	1.44570164582829	39
3.6	0.936851072956263	1.43277994120939	41
3.5	1.10264350268686	1.44666709506291	40
3.4	1.0985376545908	1.47740377953419	38
3.3	1.76829832274874	1.79145812578775	45
3.2	1.77440260266711	1.75598414428106	47
3.1	1.86215716379371	1.77198808828171	49
3	1.8967066490661	1.76477453991729	47
2.9	2.04296323628767	1.78086777829112	47
2.8	2.08435281522519	1.79187683188821	47
2.7	2.43846770699874	2.12404974376354	53
2.6	2.3620464173881	2.09335958431334	61
2.5	2.36744760832305	2.1197572106772	59
2.4	2.60689345827597	2.20071673693389	55
2.3	2.51873072949618	2.19716155504594	61
2.2	2.68409104787494	2.17520103704349	64
2.1	2.7504913517838	2.20686037169868	69
2	2.69787569050393	2.19418897447469	65
1.9	2.4894877104463	2.2205506093193	67
1.8	2.43892849033625	2.21308001889048	71
1.7	2.47425328718771	2.1845603181414	71
1.6	2.43830026033776	2.12939398538976	79
1.5	2.41076371926396	2.13486740588089	87
1.4	2.42319830572456	2.12396083321028	88
1.3	2.35837170249145	2.13521834769305	80
1.2	2.46279895286846	2.11319654368513	92
1.1	2.52957192718112	1.95983033455141	83
1	2.46466750866825	1.95472481405991	82
0.9	2.32880318836457	1.92518776771095	79
0.8	2.36592767336024	1.94882498291941	76
0.7	2.37310170453795	1.95991601123479	74
0.6	2.20647633184272	1.9863246127341	78
0.5	2.12836279529814	1.9953255044769	81
0.4	1.93380107698959	1.96408781844429	87
0.3	1.75669621048224	1.93287954650441	70
0.2	1.85096688850963	2.01318278996682	77
0.1	1.84168025428406	2.01671939550158	77
0	0.87633743812851	1.98164190357937	106
